Ticker,Company Name,Implied EV,Revenue,Gross Profit,EBITDA,Valuation/Revenue,EBITDA Margin %,Target,Rev_Growth,Gross_Margin,Rule_of_40,Log_EV,Buyout_Prob,Analyst_Upside,Upside_Rank,Conviction_Score
VRNS,VRNS,4070444202.1291046,608677000.0,487206000.0,-84042000.0,6.105246628555219,-0.1380732309582915,0,0.1047772030129776,0.8004343847393609,-3.329602794531384,22.12701797126345,0.7358262252275094,0.6697836294416244,0.7888888888888889,0.7490918911428542
BRZE,BRZE,4784062082.954838,593410000.0,410219000.0,-112044000.0,8.05460656705286,-0.1888138049577863,0,0.257757524374735,0.6912910129589996,6.894371941694871,22.288555830925844,0.7235785990162956,0.5354360108917631,0.6888888888888889,0.714906171484444
GRND,GRND,2772671016.992285,411545000.0,306631000.0,-2007000.0,6.064362383195725,-0.004876744948912,0,0.1941439663877251,0.7450728352914019,18.926722143881317,21.743076958962643,0.6418217292654314,0.6099185788304959,0.7555555555555555,0.6702551858379624
S,S,7611045813.147144,821461000.0,610355000.0,-238670000.0,9.492379812489144,-0.2905433124640122,0,0.3224755857645607,0.74301153676194,3.193227330054849,22.75286642567842,0.7014191334403455,0.37935966981132074,0.5555555555555556,0.6649532389691479
CFLT,CFLT,7873289235.787325,1113149000.0,825337000.0,-358708000.0,6.347173860630809,-0.3222461683027159,0,0.1551478661162548,0.7414434186258982,-16.709830218646108,22.786741758285093,0.7562201361261309,0.17847653276955608,0.3037037037037037,0.6430910280205242
BULL,BULL,3328239123.682955,513502198.0,397284897.0,60589327.0,7.537045778493347,0.1179923420697802,0,0.3158973672304448,0.7736771109205651,43.3889709300225,21.92570920969279,0.5728782415535278,0.7818574514038877,0.8481481481481481,0.641695718202183
KVYO,KVYO,3139237558.1968746,1153988000.0,867171000.0,-82528000.0,3.4715261841517195,-0.0715154750309362,0,0.2309678024969492,0.7514558210310679,15.945232746601308,21.86724579183971,0.6123583941612427,0.5031596696490022,0.6592592592592592,0.6240836104357468
AEYE,AEYE,165150578.93732643,39540000.0,31082000.0,891000.0,3.957374277625858,0.0225341426403641,0,0.1232635436493281,0.7860900354071826,14.57976862896922,18.92236822137424,0.5507577359962368,0.7619047619047619,0.837037037037037,0.6223275612564368
BLND,BLND,740560534.0745378,132561000.0,91448000.0,4690000.0,5.989473028074153,0.0353799382925596,0,-0.1818181818181817,0.6898559908268647,-14.643824352562216,20.42291793724989,0.6003328861036176,0.5080645161290321,0.6666666666666666,0.6169163312443798
ALKT,ALKT,2541961792.5941486,412504000.0,240730000.0,-26701000.0,5.383789714994639,-0.0647290692938735,0,0.2356005259862992,0.5835822198087776,17.087145669242574,21.656201979543344,0.5890178556865893,0.5392699763593382,0.6962962962962963,0.615837465839016
AVPT,AVPT,2332017619.6712008,393993000.0,293549000.0,29367000.0,7.087216320267621,0.074536857253809,0,0.1921768810404198,0.7450614604828004,26.671373829422887,21.56999966144007,0.602338352431286,0.4829149922720247,0.6481481481481481,0.6137908013605016
NCNO,NCNO,3982298818.174679,540657000.0,324788000.0,9548000.0,7.151304465076155,0.017659995154044,0,0.1345398001859223,0.6007283730720216,15.219979533996636,22.10512508225772,0.632751579105025,0.3793206883066093,0.5518518518518518,0.6125266472917317
INTA,INTA,3929495652.545929,504120000.0,372972000.0,-4646000.0,8.383897985689774,-0.0092160596683329,0,0.1709478936084716,0.7398476553201618,16.173183394013872,22.09177692216121,0.6719095856465955,0.2643868968570164,0.40370370370370373,0.6048581151608726
CCC,CCC,5857678400.094414,996961000.0,747652000.0,197844000.0,4.859045037964789,0.1984470806781809,0,0.0552085097375105,0.7499310404318724,25.365559041569146,22.491019184748733,0.5690013700865033,0.5542328042328043,0.7111111111111111,0.6045288053426553
AMPL,AMPL,1023979914.5317184,329918000.0,244022000.0,-103349000.0,3.341472470528186,-0.3132566274043853,0,0.1024018284370071,0.7396443964863997,-21.08547989673781,20.746962749632814,0.5999049379988554,0.4411024436090225,0.6148148148148148,0.6036324072028452
DUOL,DUOL,6497823059.686066,964271000.0,694213000.0,120242000.0,7.690896085940639,0.1246973101959926,0,0.2890909917328856,0.7199355782762314,41.37883019288783,22.594733044011264,0.5883293230301236,0.4573958131002482,0.6222222222222222,0.5968025478281482
CVLT,CVLT,6666695797.729492,995619000.0,816584000.0,90656000.0,6.988463255250745,0.0910549115675775,0,0.1863241691659309,0.820177196296977,27.737908073350848,22.62039019163217,0.5486372403014883,0.562726906010488,0.7222222222222222,0.5920334857816718
PEGA,PEGA,9215357892.941132,1732325000.0,1312053000.0,373321000.0,5.361136560946203,0.2155028646472226,0,0.1570586035079282,0.7573942533877881,37.25614681551508,22.94413726550621,0.6162801488862008,0.33572569444444433,0.5037037037037037,0.5881360375905764
PAYS,PAYS,288075781.47831726,74879428.0,44795388.0,13787816.0,3.866557360431723,0.1841335646954995,0,0.2825212395223997,0.598233576250075,46.66548042178992,19.478734137091912,0.5043461692315647,0.758555133079848,0.8333333333333334,0.5865929602570069
WK,WK,5305013565.286713,845522000.0,655570000.0,-17121000.0,5.710060253058717,-0.0202490295935528,0,0.1446390859370769,0.7753435156033788,12.439005634352416,22.391918166273317,0.6882042640343556,0.16094700260642927,0.27037037037037037,0.5837457906183594
PCTY,PCTY,9851588675.170898,1595221000.0,1096998000.0,403660000.0,6.2886369193803855,0.2530433087327712,0,0.1374003130091301,0.6876777575019386,39.04436217419013,23.010898566045974,0.6052237043497918,0.33158137301968316,0.4962962962962963,0.5779918523364179
VERI,VERI,581941889.0821218,98027000.0,66508000.0,-52176000.0,5.113498210514673,-0.5322615197853653,0,0.058184094908082,0.6784661368806554,-47.40774248772832,20.181881155491123,0.4685577617754116,1.051282051282051,0.8925925925925926,0.5745664694797068
FRSH,FRSH,2693731100.240815,810640000.0,687206000.0,-14644000.0,3.7932967781516025,-0.0180647389716767,0,0.1252325032619861,0.8477326556794631,10.71677642903094,21.714193096011048,0.5486056205746377,0.48020642570281136,0.6407407407407407,0.5716394006161635
APPF,APPF,5418347615.566895,906294000.0,575304000.0,156840000.0,6.01923284890653,0.1730564253983806,0,0.1411378969078396,0.6347873868744579,31.41943223062202,22.413056738124247,0.5901552613407988,0.3416233134542993,0.5111111111111111,0.5703942237833768
IIIV,IIIV,716611215.5427933,213158000.0,146571000.0,43023000.0,3.652183898998833,0.2018361966241004,0,0.1146565428380188,0.6876166974732358,31.649273946211927,20.39004401515861,0.5495558344997269,0.46261429794520564,0.6259259259259259,0.5686483573562766
ZETA,ZETA,3901020776.819994,1224703000.0,745058000.0,62234000.0,3.339030586860646,0.0508155854929725,0,0.2176963750579168,0.6083581080474205,26.85119605508893,22.084504093737184,0.503411904793486,0.6123190217391306,0.7592592592592593,0.5673737434099293
CGNX,CGNX,6149797236.649105,971705000.0,657348000.0,189455000.0,6.500707762797459,0.1949717249576774,0,0.0625358796739254,0.6764892637168688,25.750760463160287,22.53968494873338,0.6110351663152251,0.28416025470947204,0.43333333333333335,0.5666097080697522
HUBS,HUBS,19300595122.41721,2987699000.0,2513576000.0,148733000.0,6.574628208001276,0.0497817885938309,0,0.1370694980063123,0.8413083111786027,18.68512866001432,23.683401767792063,0.5041972353816067,0.5613749099927993,0.7185185185185186,0.5577775561658347
MQ,MQ,1198673019.8113918,588561000.0,415500000.0,-51039000.0,3.27968047460058,-0.0867182840861015,0,0.1608812710184519,0.705959110440549,7.416298693235046,20.90448096588424,0.5863286689115597,0.3041814345991561,0.46296296296296297,0.5554872424244105
OKTA,OKTA,16886307191.741943,2610000000.0,1992000000.0,139000000.0,6.261803521740208,0.0532567049808429,0,0.1533362792752983,0.7632183908045977,20.659298425614125,23.549768905183992,0.5763153265039184,0.31771195274496167,0.48518518518518516,0.5535327911742352
PD,PD,1804041867.7743075,467499000.0,387834000.0,-14521000.0,3.608242729448207,-0.0310610290075486,0,0.0854425016078515,0.8295932183812158,5.4381472600302905,21.31329546717246,0.5465011030663262,0.3877381938690969,0.562962962962963,0.5506165680404853
NTNX,NTNX,20937416157.36389,2537927000.0,2203145000.0,292727000.0,7.968752512331478,0.1153409849849897,0,0.1810815816710225,0.8680884044340125,29.64225666560122,23.76480364214703,0.511465579336736,0.4900798735511063,0.6518518518518519,0.5465621474655149
DT,DT,13194509670.678406,1698683000.0,1378491000.0,227537000.0,8.321850322089764,0.1339490652464291,0,0.1874501059048046,0.8115057370916174,32.139917115123374,23.303066646050453,0.5451151659964126,0.37778222722159727,0.5444444444444444,0.5449474856084205
PL,PL,1734146228.1806831,244352000.0,139725000.0,-70485000.0,7.491574565302036,-0.2884568163960188,0,0.1071881683401603,0.5718185240963856,-18.126864805585846,21.273781042303167,0.6038013761202798,0.2114904246461283,0.34444444444444444,0.538962143201321
DOCU,DOCU,19061404889.701843,2976739000.0,2355080000.0,357295000.0,6.5795492616926925,0.1200289981755202,0,0.0777936928514686,0.7911610658509194,19.782269102698884,23.6709314413072,0.551376212725685,0.314383460775984,0.48148148148148145,0.5339025299146342
AMBA,AMBA,3080117985.705536,284865000.0,172330000.0,-100535000.0,11.301756922421273,-0.3529215593351236,0,0.2578265054708266,0.6049532234567251,-9.509505386429698,21.848233740570112,0.5165619082460011,0.39910012836970465,0.5777777777777777,0.5318658756289453
PCOR,PCOR,11515819486.526184,1275450000.0,1017196000.0,-9500000.0,9.254201643754111,-0.0074483515621937,0,0.1074421641596654,0.7975193069112863,9.999381259747176,23.16698753464523,0.6145740283977833,0.1386253951527924,0.2518518518518518,0.5238934842613004
BSY,BSY,13563704263.509586,1460019000.0,1185477000.0,425426000.0,8.524456369067517,0.2913838792508864,0,0.0790217981738163,0.8119599813427085,37.04056774247027,23.33066325800172,0.5196234153021008,0.365891365556077,0.5333333333333333,0.5230508948099089
PDFS,PDFS,1184965226.9013958,206706000.0,147124000.0,13189000.0,5.549240113501281,0.0638055982893578,0,0.151790042626696,0.7117548595589872,21.559564091605385,20.89297926755985,0.5907346478265143,0.179813985532208,0.3074074074074074,0.5199028377217376
PINS,PINS,15404750815.212368,4056550000.0,3244991000.0,305506000.0,4.026060030127169,0.0753117797142892,0,0.1125521986656667,0.79993861779098,18.7863978379956,23.457941793350574,0.5171588339914984,0.3602254651587012,0.5259259259259259,0.5193506069751053
ATEN,ATEN,1407532186.9016266,284406000.0,226564000.0,69184000.0,4.44876404471645,0.2432578778225494,0,0.0867800807043286,0.7966217309058178,33.0037958526878,21.06510378656326,0.526009695457891,0.31330328798185936,0.4777777777777778,0.5139517160378627
SPSC,SPSC,3024628349.0,729760000.0,499503000.0,163826000.0,4.314719015840824,0.224492983994738,0,0.1442459213033013,0.6844757180442885,36.87389052980394,21.83005406137724,0.5865772271673809,0.17365269461077845,0.28888888888888886,0.5121551425977579
CHYM,CHYM,7406912288.514467,2065624000.0,1812641000.0,-984052000.0,3.7345496026936496,-0.4763945422787496,0,0.2344841146283114,0.8775270814049411,-24.19104276504382,22.725679494340618,0.4893269959398794,0.39496537949400795,0.5740740740740741,0.5105137654734281
ASAN,ASAN,5048193982.835903,723876000.0,646683000.0,-229545000.0,6.865584689692576,-0.3171054158447027,0,0.1093817049397398,0.893361570213683,-20.77237109049629,22.34229638930672,0.6034591623966874,0.10826819126819127,0.21851851851851853,0.5072240014271452
SEZL,SEZL,2214844976.2615967,418633060.0,296012237.0,150126175.0,5.257171940174999,0.3586104140939084,0,0.5440427762706375,0.707092356728826,90.2653190364546,21.518448250301976,0.408433283873747,0.6837368094351335,0.7962962962962963,0.5053990369793844
HQY,HQY,10367877961.547852,1199774000.0,777259000.0,339119000.0,7.964254069139565,0.2826523995352458,0,0.2002697113908043,0.6478378427937261,48.29221109260501,23.061978205899464,0.5506873961980985,0.21992427007299273,0.35555555555555557,0.5019044360374627
AGYS,AGYS,2006185344.149208,275624000.0,171988000.0,35163000.0,7.37332142392973,0.1275759730647548,0,0.1606980426506754,0.6239950076916378,28.827401571543028,21.419500917606403,0.5969284018841275,0.10488517086259969,0.2074074074074074,0.49954815326494756
TENB,TENB,3442967707.7232857,974603000.0,759517000.0,51098000.0,3.2829980081359134,0.052429553366858,0,0.0828669553265979,0.7793091135570073,13.529650869345591,21.95959964243897,0.4673061829586754,0.413455427079448,0.5925925925925926,0.4986277853671547
INTZ,INTZ,27413143.31899202,7290000.0,5534000.0,-6249000.0,3.888222677502336,-0.857201646090535,0,0.2632126147981286,0.7591220850480109,-59.39890312924064,17.126533176000844,0.3372480674613185,3.9645390070921986,0.9814814814814815,0.49830642096635924
PATH,PATH,7069558204.363583,1429664000.0,1182722000.0,-145337000.0,5.505445478352664,-0.1016581518454685,0,0.0929551278522895,0.8272727018376346,-0.8703023993178967,22.67906382626924,0.6379465447646492,-0.06684589502018845,0.018518518518518517,0.4830895382031165
MORN,MORN,9529218167.433838,2395400000.0,1459500000.0,741500000.0,3.740844187790698,0.3095516406445687,0,0.0528767966243242,0.6092928112215079,36.24284372688929,22.97762851225804,0.4973384583049297,0.27752026437784005,0.4222222222222222,0.47855939928425284
CWAN,CWAN,6959784661.75592,640376000.0,438830000.0,60884000.0,9.584495143097056,0.0950753932064912,0,0.4173788133323595,0.6852692792984122,51.24542065388506,22.663414371554904,0.4663992208480446,0.34016197183098584,0.5074074074074074,0.47665126748788533
YOU,YOU,3302863823.2429886,866298000.0,550782000.0,194351000.0,3.76886339717163,0.2243465874329618,0,0.1243497627477649,0.6357881468039867,34.86963501807268,21.91805575460417,0.5447036433264562,0.14518054312145634,0.25925925925925924,0.4733425473096569
TRU,TRU,20622937881.469727,4441700000.0,2634300000.0,1402100000.0,3.645977414384071,0.3156674246347119,0,0.0616425259333619,0.5930837292027827,37.73099505680739,23.749669782712665,0.4876911278440492,0.2825278810408922,0.42592592592592593,0.47224982736451837
INOD,INOD,1831323775.765953,238467000.0,98536000.0,46686000.0,7.969680399241627,0.1957755161091471,0,0.3989534262969243,0.4132060201201843,59.47289424060714,21.328304917571888,0.3840006028718241,0.5716680637049456,0.7333333333333333,0.4713337854872014
IDAI,IDAI,18391489.67489338,3727824.0,2431047.0,-10456526.0,5.48131823683022,-2.8049945490988843,0,0.2094104883679584,0.6521356694951264,-259.55840607309256,16.72739865228906,0.3113047969414744,1.7459954233409611,0.9407407407407408,0.46866378289129096
BL,BL,3994555978.166397,686706000.0,517357000.0,106735000.0,5.088417719033178,0.1554304170926131,0,0.0510763221374606,0.7533893689584772,20.65067392300737,22.108198265849108,0.5628670619558932,0.039784133469526715,0.16666666666666666,0.4638169631335866
EVLV,EVLV,1152895025.3988676,136501000.0,73415000.0,-35663000.0,8.366231935288882,-0.2612654852345404,0,0.3142155682857555,0.5378348876565007,5.295008305121506,20.86554203020209,0.3929174553430973,0.5099388379204893,0.6703703703703704,0.46228068409991563
TTAN,TTAN,8977875291.203712,771878000.0,500927000.0,-141038000.0,11.989287544409496,-0.1827205853774819,0,0.2564325024701266,0.6489717286928763,7.371191709264469,22.918029086833617,0.407087911951696,0.45679273389776026,0.6185185185185185,0.4599455635934016
SEMR,SEMR,1450624110.116253,428627000.0,346614000.0,5701000.0,3.540281200475595,0.0133006086877401,0,0.1374998341361144,0.8086611436050459,15.080044282385456,21.095259722233635,0.5636667214753465,0.013513513513513526,0.14814814814814814,0.45978707814354686
MGNI,MGNI,2208751372.659194,702565000.0,437671000.0,150655000.0,2.940164074013357,0.2144356749909261,0,0.051476420671386,0.6229615765089351,26.59120956623121,21.515693203515,0.3136873799533096,0.867673157162726,0.8703703703703703,0.4528581275575748
CALX,CALX,3518431206.420128,933685000.0,524380000.0,11020000.0,3.85796730848212,0.0118026957699866,0,0.1228680557726953,0.5616241023471513,13.467075154268192,21.981281047501504,0.3895485700646592,0.46274149034038636,0.6296296296296297,0.44956883495590183
PAR,PAR,1731379959.2211,440451000.0,193556000.0,-29465000.0,3.2273691266930937,-0.066897339318108,0,0.2584961512306347,0.4394495641966984,19.159881191252676,21.27218459235824,0.3271808189386965,0.6942698458023984,0.8,0.4453856142040224
RDVT,RDVT,732664847.3242226,86425000.0,72169000.0,22293000.0,8.96910439484203,0.2579461961238067,0,0.1494367527164877,0.8350477292450101,40.73829488402944,20.412198922442577,0.4613760240930642,0.23467916366258118,0.3851851851851852,0.44232831436609443
U,U,19429219597.599773,1803658000.0,1339621000.0,37506000.0,10.585970620594244,0.0207944078090192,0,-0.0052926918717995,0.7427245076394748,1.550171593721961,23.690043934763292,0.5736522840503415,-0.0023691169878976887,0.040740740740740744,0.4404243982229413
DAVE,DAVE,2509362352.081299,491301000.0,440646000.0,135846000.0,5.055874814179696,0.276502592097309,0,0.4155429934654082,0.896896200089151,69.20455855627172,21.643294515218724,0.3646148036722439,0.5035333954949207,0.662962962962963,0.4392018434949237
PAYC,PAYC,8744850479.471863,2001273000.0,1660041000.0,782189000.0,4.514801568537557,0.3908457266949586,0,0.062698067119796,0.8294925280059242,45.35437938147547,22.89173084755461,0.4325378286108532,0.27575048614487113,0.4185185185185185,0.42903300108776954
OS,OS,1038326494.8306046,570677000.0,387530000.0,-132661000.0,2.934200072599044,-0.2324624962982562,0,0.1660581070560902,0.6790706476693471,-6.640438924216596,20.760876115421176,0.346674933090646,0.5175202156334231,0.674074074074074,0.428524718336503
MANH,MANH,10546281281.987152,1066804000.0,603218000.0,282829000.0,10.088191722178724,0.2651180535506053,0,0.023458486192764,0.5654440740754628,28.85765397433693,23.079039149706123,0.4252253091696416,0.25878040313549844,0.4,0.4189189818772312
CURI,CURI,255723188.58413267,66595000.0,36292000.0,7722000.0,3.991909131077899,0.1159546512500938,0,0.3023624203074275,0.5449658382761469,41.83170715575213,19.359606126740328,0.3619004816364046,0.38888815789473696,0.5666666666666667,0.4130920278939701
UPWK,UPWK,2688083781.780941,780858000.0,607136000.0,132782000.0,3.3012670444318184,0.1700462824226684,0,0.0149910635947096,0.7775242105478845,18.50373460173781,21.712094428310905,0.4592749342934242,0.16066903193106935,0.26666666666666666,0.4111228673867348
IDN,IDN,117037179.97689009,21968000.0,19844000.0,732000.0,5.656417515335492,0.0333211944646758,0,0.0985647847177075,0.9033139111434816,13.188597918238337,18.57800222840598,0.4622503304551371,0.13821138211382109,0.24814814814814815,0.40872478487838987
BILL,BILL,5499852596.776993,1462570000.0,1190467000.0,138416000.0,3.2582075365808083,0.0946388890788133,0,0.1336240439259262,0.8139555713572684,22.82629330047395,22.42798712842152,0.4379446101046808,0.17588176197836164,0.2962962962962963,0.4025325316525846
CART,CART,9536154645.264542,3633000000.0,2705000000.0,648000000.0,3.0798664038713297,0.1783649876135425,0,0.0754884547069272,0.7445637214423342,25.38534423204697,22.9783561642378,0.4317199172966979,0.18308493664946038,0.3111111111111111,0.4015677157503012
VRAR,VRAR,21934513.46120143,10527925.0,7119979.0,-2131787.0,2.7199555906032225,-0.2024888095232441,0,0.1957845341751134,0.6762946164605086,-0.670427534813065,16.903571956992188,0.2226709396723204,1.4485981308411215,0.9333333333333333,0.40033653808757363
QLYS,QLYS,5176905647.129395,653034000.0,538396000.0,227986000.0,8.188776766798352,0.3491181163614758,0,0.0748274687238199,0.8244532443946258,42.39455850852958,22.367473349498123,0.5232799666564737,-0.04406604975524716,0.025925925925925925,0.3989414564738368
QTWO,QTWO,4645138042.4305725,769632000.0,410742000.0,98096000.0,5.948878220280046,0.127458317741466,0,0.1050563991821544,0.5336862292628165,23.251471692362045,22.25908692748549,0.396862759690281,0.2252702813438952,0.37407407407407406,0.39116558828622927
SDGR,SDGR,1083553032.6370049,256951000.0,149451000.0,-164102000.0,4.453140998233145,-0.6386509490136252,0,0.2380853719060032,0.5816322956517002,-40.0565577107622,20.803511324339063,0.2920843332219648,0.5345107102593012,0.6851851851851852,0.3903595462127699
DOCN,DOCN,5555512340.537628,863962000.0,514401000.0,341113000.0,4.859674777985176,0.394824077910834,0,0.1067709434228141,0.5953977142513213,50.15950213336482,22.438056486484857,0.4266232829361998,0.1621993898452821,0.2740740740740741,0.38848598072066837
IPM,IPM,10749164.663268924,11633347.0,5361748.0,-2266313.0,1.4370534690720498,-0.1948117768686862,0,9.592332556360857,0.4608947021007797,939.7520779492168,16.19033869680675,0.191842156212203,2.532608695652174,0.9666666666666667,0.3855482838258189
MKTX,MKTX,5530234792.244568,839263000.0,499489000.0,455436000.0,7.07366080983502,0.5426618354437167,0,0.0271277461549852,0.5951519368779512,56.9789581598702,22.43349610967058,0.3811689164310444,0.25790495272681735,0.3962962962962963,0.3849507613973574
BNAI,BNAI,18942769.88438737,120120.0,120120.0,-25618182.0,124.3488918114167,-213.27157842157845,0,0.2037278284397234,1.0,-21306.785059313872,16.756932933035813,0.1816327173205157,5.044122091266243,0.9925925925925926,0.3843726861385349
AITX,AITX,70384814.89881209,6130886.0,3744564.0,-11997975.0,6.11206600462186,-1.95697245063764,0,1.7522889404949544,0.6107704498175305,-20.468351014268563,18.069488114609783,0.4665107886759035,0.0,0.09074074074074075,0.37256827669211284
LIF,LIF,5735782597.174667,459031000.0,356691000.0,28511000.0,12.813092355798776,0.0621112735305458,0,0.2356682925778768,0.7770520945208493,29.77795661084226,22.469990038230943,0.3212654431356967,0.3476406291655558,0.5185185185185185,0.37057871198140213
GEN,GEN,23472344541.549683,3935000000.0,3159000000.0,2026000000.0,4.10758438158823,0.514866581956798,0,0.0355263157894736,0.8027954256670902,55.03928977462717,23.87908873711412,0.367925068620861,0.2081647664582567,0.34074074074074073,0.36112898665083093
RELY,RELY,2340996429.329164,1544865000.0,918561000.0,67605000.0,1.8010644485629252,0.0437611053393014,0,0.2222391003534123,0.5945898185278325,26.60002056927137,21.57384250060531,0.2240112681903628,0.6153268219383922,0.762962962962963,0.35874919188351284
DKNG,DKNG,17876355771.629715,5458104000.0,2141019000.0,-1848000.0,3.1509182990338247,-0.0003385791109879,0,0.1448088480417912,0.3922642368119039,14.447026893080338,23.60674477007006,0.3145719032732417,0.2884141823444285,0.4444444444444444,0.3470400385660424
CSAI,CSAI,14674864.037559032,3718296.0,1672000.0,-7512000.0,5.668689108548387,-2.020280257408232,0,1.726023460410557,0.4496683427032167,-29.42567969976747,16.501646726876963,0.1322936560478377,4.555555555555555,0.9888888888888889,0.3464424642581005
GTLB,GTLB,11699053230.155945,759249000.0,674109000.0,-131729000.0,15.708035480001875,-0.1734990760606863,0,0.3092621907688486,0.8878628750251893,13.576311470816233,23.182773755061863,0.2485376405586772,0.47541131377213863,0.6370370370370371,0.3456624896782672
